,NH3,NH3_final,H,H_final,label,Time,TimeProcess,People,Positive,Negative
4661,40,40,31,31%,0,10:25 AM,625,4,4,2
4662,42,42,31,31%,0,10:30 AM,630,2,0,0
4663,45,45,26,26%,0,10:35 AM,635,1,1,1
4664,42,42,31,31%,0,10:40 AM,640,1,0,1
4665,45,45,23,23%,0,10:45 AM,645,3,3,0
4666,45,45,20,20%,0,10:50 AM,650,7,5,7
4667,44,44,26,26%,0,10:55 AM,655,2,1,1
4668,49,49,23,23%,0,11:00 AM,660,5,3,2
4669,42,42,27,27%,0,11:05 AM,665,2,1,1
4670,45,45,29,29%,0,11:10 AM,670,2,0,1
4671,41,41,25,25%,0,11:15 AM,675,1,1,1
4672,47,47,24,24%,0,11:20 AM,680,3,0,1
4673,49,49,23,23%,0,11:25 AM,685,4,1,4
4674,47,47,25,25%,0,11:30 AM,690,6,5,6
4675,39,39,25,25%,0,11:35 AM,695,1,0,1
4676,42,42,26,26%,0,11:40 AM,700,3,2,2
4677,48,48,26,26%,0,11:45 AM,705,3,2,0
4678,46,46,25,25%,0,11:50 AM,710,4,1,1
4679,50,50,26,26%,0,11:55 AM,715,4,3,1
4680,43,43,27,27%,0,12:00 PM,720,5,3,4
4681,49,49,24,24%,0,12:05 PM,725,3,2,2
4682,41,41,27,27%,0,12:10 PM,730,2,1,2
4683,50,50,27,27%,0,12:15 PM,735,0,0,0
4684,43,43,26,26%,0,12:20 PM,740,2,2,2
4685,43,43,26,26%,0,12:25 PM,745,3,2,0
4686,45,45,27,27%,0,12:30 PM,750,2,0,0
4687,48,48,27,27%,0,12:35 PM,755,1,0,0
4688,48,48,30,30%,0,12:40 PM,760,0,0,0
4689,49,49,33,33%,0,12:45 PM,765,8,7,8
4690,46,46,35,35%,0,12:50 PM,770,4,1,2
4691,44,44,36,36%,1,12:55 PM,775,2,0,2
4692,52,52,34,34%,0,1:00 PM,780,5,4,4
4693,54,54,36,36%,0,1:05 PM,785,4,3,4
4694,51,51,39,39%,0,1:10 PM,790,10,10,10
4695,52,52,33,33%,0,1:15 PM,795,4,3,1
4696,49,49,34,34%,0,1:20 PM,800,0,0,0
4697,50,50,33,33%,0,1:25 PM,805,3,1,1
4698,54,54,31,31%,0,1:30 PM,810,6,4,4
4699,48,48,35,35%,0,1:35 PM,815,2,1,2
4700,43,43,35,35%,0,1:40 PM,820,4,2,4
4701,50,50,34,34%,0,1:45 PM,825,6,5,5
4702,47,47,34,34%,0,1:50 PM,830,2,2,2
4703,39,39,37,37%,0,1:55 PM,835,3,0,1
4704,46,46,33,33%,0,2:00 PM,840,7,6,3
4705,44,44,24,24%,0,2:05 PM,845,1,0,0
4706,40,40,27,27%,0,2:10 PM,850,2,0,2
4707,40,40,27,27%,0,2:15 PM,855,3,1,3
4708,47,47,23,23%,0,2:20 PM,860,3,0,1
4709,40,40,26,26%,0,2:25 PM,865,3,2,1
4710,43,43,27,27%,0,2:30 PM,870,3,1,1
4711,45,45,24,24%,0,2:35 PM,875,2,1,0
4712,41,41,26,26%,0,2:40 PM,880,4,4,1
4713,43,43,27,27%,0,2:45 PM,885,7,4,3
4714,44,44,23,23%,0,2:50 PM,890,5,4,1
4715,43,43,24,24%,0,2:55 PM,895,2,1,1
4716,44,44,23,23%,0,3:00 PM,900,1,0,0
4717,41,41,20,20%,0,3:05 PM,905,6,3,4
4718,44,44,26,26%,0,3:10 PM,910,2,1,2
4719,43,43,27,27%,0,3:15 PM,915,3,2,1
4720,43,43,27,27%,0,3:20 PM,920,4,3,1
4721,53,53,28,28%,0,3:25 PM,925,3,2,0
4722,54,54,27,27%,0,3:30 PM,930,3,1,2
4723,52,52,25,25%,0,3:35 PM,935,2,2,1
4724,55,55,26,26%,0,3:40 PM,940,5,5,4
4725,59,59,26,26%,0,3:45 PM,945,2,2,2
4726,53,53,24,24%,0,3:50 PM,950,8,8,5
4727,57,57,23,23%,1,3:55 PM,955,13,13,9
4728,55,55,30,30%,0,4:00 PM,960,6,6,4
4729,54,54,23,23%,0,4:05 PM,965,1,1,1
4730,55,55,21,21%,0,4:10 PM,970,3,2,0
4731,58,58,26,26%,0,4:15 PM,975,6,3,4
4732,57,57,24,24%,0,4:20 PM,980,5,3,5
4733,57,57,25,25%,0,4:25 PM,985,5,5,4
4734,56,56,23,23%,0,4:30 PM,990,4,2,4
4735,46,46,24,24%,0,4:35 PM,995,4,3,4
4736,46,46,25,25%,0,4:40 PM,1000,0,0,0
4737,43,43,25,25%,0,4:45 PM,1005,2,1,2
4738,42,42,28,28%,0,4:50 PM,1010,3,0,3
4739,45,45,34,34%,1,4:55 PM,1015,2,1,1
4740,40,40,32,32%,0,5:00 PM,1020,3,0,2
4741,49,49,34,34%,0,5:05 PM,1025,6,6,4
4742,39,39,33,33%,0,5:10 PM,1030,4,3,1
4743,44,44,32,32%,0,5:15 PM,1035,2,0,2
4744,42,42,34,34%,0,5:20 PM,1040,4,3,0
4745,47,47,33,33%,0,5:25 PM,1045,5,4,1
4746,51,51,26,26%,0,5:30 PM,1050,2,1,0
4747,43,43,25,25%,0,5:35 PM,1055,4,3,4
4748,46,46,31,31%,0,5:40 PM,1060,5,2,1
4749,51,51,26,26%,0,5:45 PM,1065,8,6,4
4750,47,47,24,24%,0,5:50 PM,1070,6,6,5
4751,48,48,21,21%,0,5:55 PM,1075,7,6,3
4752,53,53,24,24%,0,7:00 AM,420,9,6,7
4753,49,49,22,22%,0,7:05 AM,425,6,3,2
4754,55,55,24,24%,0,7:10 AM,430,8,6,5
4755,58,58,25,25%,0,7:15 AM,435,8,8,7
4756,62,62,25,25%,0,7:20 AM,440,4,4,4
4757,64,64,24,24%,0,7:25 AM,445,6,4,4
4758,74,74,25,25%,0,7:30 AM,450,6,6,4
4759,63,63,27,27%,0,7:35 AM,455,6,5,6
4760,71,71,25,25%,0,7:40 AM,460,5,3,2
4761,71,71,24,24%,0,7:45 AM,465,8,6,5
4762,75,75,26,26%,0,7:50 AM,470,5,5,3
4763,64,64,29,29%,2,7:55 AM,475,10,10,9
4764,69,69,29,29%,0,8:00 AM,480,6,5,4
4765,67,67,30,30%,0,8:05 AM,485,3,2,3
4766,71,71,33,33%,0,8:10 AM,490,11,8,7
4767,64,64,30,30%,0,8:15 AM,495,6,5,6
4768,64,64,28,28%,0,8:20 AM,500,6,4,4
4769,65,65,31,31%,0,8:25 AM,505,6,4,4
4770,69,69,32,32%,0,8:30 AM,510,6,4,5
4771,65,65,32,32%,0,8:35 AM,515,3,1,1
4772,66,66,28,28%,0,8:40 AM,520,3,3,0
4773,67,67,29,29%,0,8:45 AM,525,9,6,9
4774,63,63,33,33%,0,8:50 AM,530,8,7,6
4775,69,69,37,37%,2,8:55 AM,535,12,9,10
4776,68,68,34,34%,0,9:00 AM,540,5,3,1
4777,63,63,34,34%,0,9:05 AM,545,3,2,3
4778,65,65,33,33%,0,9:10 AM,550,6,3,5
4779,68,68,36,36%,0,9:15 AM,555,4,3,2
4780,65,65,34,34%,0,9:20 AM,560,6,6,4
4781,62,62,37,37%,0,9:25 AM,565,4,3,3
4782,67,67,34,34%,0,9:30 AM,570,4,2,1
4783,52,52,37,37%,0,9:35 AM,575,3,0,2
4784,48,48,36,36%,0,9:40 AM,580,5,3,1
4785,41,41,30,30%,0,9:45 AM,585,4,3,3
4786,48,48,24,24%,0,9:50 AM,590,2,1,2
4787,45,45,21,21%,2,9:55 AM,595,5,5,2
4788,45,45,21,21%,0,10:00 AM,600,5,2,4
4789,46,46,22,22%,0,10:05 AM,605,3,3,2
4790,44,44,21,21%,0,10:10 AM,610,1,1,0
4791,44,44,25,25%,0,10:15 AM,615,3,3,0
4792,45,45,26,26%,0,10:20 AM,620,3,2,0
4793,42,42,25,25%,0,10:25 AM,625,7,6,6
4794,43,43,21,21%,0,10:30 AM,630,4,4,1
4795,44,44,25,25%,0,10:35 AM,635,1,1,0
4796,41,41,23,23%,0,10:40 AM,640,6,6,6
4797,46,46,25,25%,0,10:45 AM,645,3,1,2
4798,45,45,21,21%,0,10:50 AM,650,4,4,1
4799,43,43,21,21%,0,10:55 AM,655,4,1,3
4800,44,44,22,22%,0,11:00 AM,660,7,6,5
4801,39,39,26,26%,0,11:05 AM,665,4,2,1
4802,45,45,26,26%,0,11:10 AM,670,2,0,0
4803,42,42,26,26%,0,11:15 AM,675,2,0,0
4804,45,45,28,28%,0,11:20 AM,680,4,1,1
4805,46,46,25,25%,0,11:25 AM,685,1,1,1
4806,41,41,28,28%,0,11:30 AM,690,5,4,3
4807,42,42,24,24%,0,11:35 AM,695,3,1,1
4808,39,39,23,23%,0,11:40 AM,700,7,4,4
4809,39,39,25,25%,0,11:45 AM,705,8,5,4
4810,41,41,25,25%,0,11:50 AM,710,5,5,4
4811,47,47,25,25%,0,11:55 AM,715,6,4,4
4812,46,46,25,25%,0,12:00 PM,720,2,0,0
4813,40,40,29,29%,0,12:05 PM,725,1,0,1
4814,42,42,28,28%,0,12:10 PM,730,2,1,2
4815,45,45,26,26%,0,12:15 PM,735,1,0,1
4816,42,42,23,23%,0,12:20 PM,740,2,0,2
4817,43,43,22,22%,0,12:25 PM,745,5,5,2
4818,41,41,26,26%,0,12:30 PM,750,1,0,1
4819,41,41,28,28%,0,12:35 PM,755,2,2,2
4820,46,46,27,27%,0,12:40 PM,760,0,0,0
4821,45,45,27,27%,0,12:45 PM,765,1,1,0
4822,50,50,29,29%,0,12:50 PM,770,4,4,3
4823,60,60,31,31%,0,12:55 PM,775,5,2,4
4824,55,55,33,33%,0,1:00 PM,780,7,5,4
4825,55,55,39,39%,0,1:05 PM,785,5,2,4
4826,55,55,37,37%,0,1:10 PM,790,6,3,2
4827,63,63,40,40%,0,1:15 PM,795,8,8,7
4828,65,65,42,42%,0,1:20 PM,800,8,6,8
4829,64,64,46,46%,0,1:25 PM,805,9,8,6
4830,67,67,42,42%,0,1:30 PM,810,5,3,3
4831,65,65,39,39%,0,1:35 PM,815,4,2,0
4832,64,64,42,42%,0,1:40 PM,820,12,11,10
4833,64,64,44,44%,0,1:45 PM,825,8,8,8
4834,63,63,40,40%,0,1:50 PM,830,6,3,2
4835,68,68,40,40%,2,1:55 PM,835,7,5,7
4836,64,64,37,37%,0,2:00 PM,840,5,4,1
4837,60,60,40,40%,0,2:05 PM,845,1,0,1
4838,53,53,29,29%,0,2:10 PM,850,4,1,4
4839,50,50,24,24%,0,2:15 PM,855,0,0,0
4840,54,54,25,25%,0,2:20 PM,860,3,2,2
4841,55,55,21,21%,0,2:25 PM,865,6,5,3
4842,48,48,22,22%,0,2:30 PM,870,3,3,3
4843,42,42,23,23%,0,2:35 PM,875,1,0,1
4844,39,39,22,22%,0,2:40 PM,880,2,2,1
4845,44,44,27,27%,0,2:45 PM,885,3,3,2
4846,41,41,21,21%,0,2:50 PM,890,2,2,2
4847,44,44,22,22%,1,2:55 PM,895,3,1,1
4848,42,42,26,26%,0,3:00 PM,900,3,1,2
4849,41,41,31,31%,0,3:05 PM,905,7,6,3
4850,48,48,45,45%,0,3:10 PM,910,4,2,2
4851,40,40,45,45%,0,3:15 PM,915,6,5,5
4852,42,42,46,46%,0,3:20 PM,920,8,8,7
4853,41,41,45,45%,0,3:25 PM,925,5,5,1
4854,43,43,46,46%,0,3:30 PM,930,3,2,2
4855,41,41,44,44%,0,3:35 PM,935,7,6,5
4856,42,42,43,43%,0,3:40 PM,940,0,0,0
4857,39,39,39,39%,0,3:45 PM,945,4,4,0
4858,40,40,37,37%,0,3:50 PM,950,3,0,0
4859,40,40,41,41%,0,3:55 PM,955,3,3,0
4860,49,49,42,42%,0,4:00 PM,960,3,2,1
4861,48,48,43,43%,0,4:05 PM,965,0,0,0
4862,55,55,39,39%,0,4:10 PM,970,6,5,5
4863,51,51,43,43%,0,4:15 PM,975,4,3,1
4864,54,54,43,43%,0,4:20 PM,980,2,1,1
4865,55,55,42,42%,0,4:25 PM,985,3,3,0
4866,54,54,41,41%,0,4:30 PM,990,5,5,1
4867,54,54,42,42%,0,4:35 PM,995,4,4,2
4868,52,52,30,30%,0,4:40 PM,1000,4,1,0
4869,54,54,26,26%,0,4:45 PM,1005,5,2,1
4870,53,53,27,27%,0,4:50 PM,1010,3,2,1
4871,54,54,24,24%,1,4:55 PM,1015,3,1,2
4872,54,54,30,30%,0,5:00 PM,1020,3,3,2
4873,56,56,29,29%,0,5:05 PM,1025,3,3,2
4874,57,57,26,26%,0,5:10 PM,1030,5,2,5
4875,48,48,23,23%,0,5:15 PM,1035,4,3,4
4876,41,41,22,22%,0,5:20 PM,1040,7,7,3
4877,44,44,23,23%,0,5:25 PM,1045,3,3,0
4878,42,42,20,20%,0,5:30 PM,1050,3,2,1
4879,42,42,24,24%,0,5:35 PM,1055,4,2,4
4880,42,42,25,25%,0,5:40 PM,1060,7,7,7
4881,42,42,22,22%,0,5:45 PM,1065,3,2,1
4882,42,42,23,23%,0,5:50 PM,1070,6,6,4
4883,46,46,26,26%,1,5:55 PM,1075,9,8,9
4884,40,40,25,25%,0,7:00 AM,420,2,2,1
4885,42,42,24,24%,0,7:05 AM,425,0,0,0
4886,43,43,25,25%,0,7:10 AM,430,2,0,0
4887,42,42,28,28%,0,7:15 AM,435,2,1,0
4888,41,41,23,23%,0,7:20 AM,440,2,0,2
4889,42,42,26,26%,0,7:25 AM,445,1,0,1
4890,41,41,27,27%,0,7:30 AM,450,1,0,0
4891,40,40,24,24%,0,7:35 AM,455,0,0,0
4892,46,46,25,25%,0,7:40 AM,460,2,1,0
4893,44,44,26,26%,0,7:45 AM,465,4,4,2
4894,49,49,26,26%,0,7:50 AM,470,4,4,4
4895,59,59,25,25%,0,7:55 AM,475,2,1,1
4896,56,56,22,22%,0,8:00 AM,480,3,2,3
4897,56,56,23,23%,0,8:05 AM,485,6,5,4
4898,56,56,24,24%,0,8:10 AM,490,3,0,0
4899,57,57,20,20%,0,8:15 AM,495,2,1,0
4900,62,62,21,21%,0,8:20 AM,500,4,1,4
4901,64,64,26,26%,0,8:25 AM,505,5,5,5
4902,62,62,30,30%,0,8:30 AM,510,4,4,0
4903,65,65,33,33%,0,8:35 AM,515,2,1,1
4904,65,65,45,45%,0,8:40 AM,520,10,9,10
4905,64,64,45,45%,0,8:45 AM,525,4,4,2
4906,65,65,44,44%,0,8:50 AM,530,3,3,0
4907,69,69,43,43%,2,8:55 AM,535,4,4,0
4908,68,68,42,42%,0,9:00 AM,540,1,0,1
4909,61,61,43,43%,0,9:05 AM,545,2,2,2
4910,49,49,40,40%,0,9:10 AM,550,3,0,0
4911,48,48,43,43%,0,9:15 AM,555,0,0,0
4912,54,54,41,41%,0,9:20 AM,560,7,7,3
4913,54,54,40,40%,0,9:25 AM,565,4,2,4
4914,48,48,39,39%,0,9:30 AM,570,6,4,6
4915,41,41,45,45%,0,9:35 AM,575,3,3,2
4916,42,42,40,40%,0,9:40 AM,580,0,0,0
4917,44,44,43,43%,0,9:45 AM,585,4,2,2
4918,44,44,40,40%,0,9:50 AM,590,1,0,0
4919,42,42,38,38%,0,9:55 AM,595,2,0,1
4920,44,44,40,40%,0,10:00 AM,600,2,1,2
4921,46,46,37,37%,0,10:05 AM,605,1,1,0
4922,39,39,28,28%,0,10:10 AM,610,0,0,0
4923,45,45,23,23%,0,10:15 AM,615,4,1,2
4924,42,42,22,22%,0,10:20 AM,620,3,1,3
4925,47,47,26,26%,0,10:25 AM,625,1,0,0
4926,46,46,25,25%,0,10:30 AM,630,1,1,0
4927,41,41,28,28%,0,10:35 AM,635,3,3,0
4928,39,39,24,24%,0,10:40 AM,640,4,2,0
4929,42,42,27,27%,0,10:45 AM,645,0,0,0
4930,42,42,25,25%,0,10:50 AM,650,3,0,3
4931,44,44,25,25%,0,10:55 AM,655,2,1,2
4932,41,41,22,22%,0,11:00 AM,660,2,0,1
4933,43,43,27,27%,0,11:05 AM,665,7,4,3
4934,46,46,26,26%,0,11:10 AM,670,3,3,0
4935,49,49,21,21%,0,11:15 AM,675,4,3,4
4936,50,50,26,26%,0,11:20 AM,680,3,1,0
4937,63,63,21,21%,0,11:25 AM,685,5,4,5
4938,56,56,22,22%,0,11:30 AM,690,7,7,7
4939,55,55,26,26%,0,11:35 AM,695,8,6,7
4940,59,59,23,23%,0,11:40 AM,700,7,4,5
4941,62,62,23,23%,0,11:45 AM,705,4,2,2
4942,63,63,27,27%,0,11:50 AM,710,10,9,6
4943,63,63,28,28%,1,11:55 AM,715,6,6,2
4944,67,67,25,25%,0,12:00 PM,720,9,8,8
4945,67,67,25,25%,0,12:05 PM,725,2,1,1
4946,64,64,23,23%,0,12:10 PM,730,4,3,1
4947,63,63,23,23%,0,12:15 PM,735,7,7,4
4948,65,65,24,24%,0,12:20 PM,740,6,5,5
4949,71,71,22,22%,0,12:25 PM,745,3,1,0
4950,67,67,21,21%,0,12:30 PM,750,7,7,6
4951,62,62,22,22%,0,12:35 PM,755,6,3,2
4952,48,48,26,26%,0,12:40 PM,760,4,1,1
4953,51,51,23,23%,0,12:45 PM,765,3,2,0
4954,53,53,21,21%,0,12:50 PM,770,6,4,2
4955,50,50,25,25%,2,12:55 PM,775,5,3,1
4956,48,48,21,21%,0,1:00 PM,780,2,1,2
4957,38,38,22,22%,0,1:05 PM,785,1,1,0
4958,45,45,24,24%,0,1:10 PM,790,2,1,0
4959,39,39,25,25%,0,1:15 PM,795,3,2,3
4960,42,42,22,22%,0,1:20 PM,800,3,0,3
4961,44,44,30,30%,0,1:25 PM,805,6,3,6
4962,43,43,27,27%,0,1:30 PM,810,1,1,1
4963,40,40,24,24%,0,1:35 PM,815,3,1,3
4964,40,40,26,26%,0,1:40 PM,820,3,1,3
4965,42,42,24,24%,0,1:45 PM,825,4,2,1
4966,44,44,31,31%,0,1:50 PM,830,5,5,5
4967,42,42,25,25%,0,1:55 PM,835,2,1,0
4968,40,40,26,26%,0,2:00 PM,840,0,0,0
4969,42,42,22,22%,0,2:05 PM,845,4,4,0
4970,40,40,24,24%,0,2:10 PM,850,0,0,0
4971,48,48,24,24%,0,2:15 PM,855,3,1,0
4972,39,39,24,24%,0,2:20 PM,860,1,1,0
4973,43,43,25,25%,0,2:25 PM,865,0,0,0
4974,45,45,31,31%,0,2:30 PM,870,1,0,1
4975,43,43,29,29%,0,2:35 PM,875,3,1,0
4976,46,46,28,28%,0,2:40 PM,880,1,1,0
4977,45,45,27,27%,0,2:45 PM,885,2,1,2
4978,42,42,28,28%,0,2:50 PM,890,2,1,0
4979,42,42,24,24%,0,2:55 PM,895,5,5,4
4980,40,40,29,29%,0,3:00 PM,900,3,3,1
4981,41,41,23,23%,0,3:05 PM,905,2,0,1
4982,44,44,25,25%,0,3:10 PM,910,3,1,1
4983,45,45,30,30%,0,3:15 PM,915,1,0,0
4984,41,41,26,26%,0,3:20 PM,920,0,0,0
4985,47,47,26,26%,0,3:25 PM,925,3,3,0
4986,39,39,21,21%,0,3:30 PM,930,2,0,2
4987,45,45,23,23%,0,3:35 PM,935,2,0,2
4988,48,48,25,25%,0,3:40 PM,940,0,0,0
4989,44,44,27,27%,0,3:45 PM,945,1,0,1
4990,43,43,27,27%,0,3:50 PM,950,3,0,3
4991,42,42,25,25%,0,3:55 PM,955,1,0,0
4992,45,45,27,27%,0,4:00 PM,960,5,3,2
4993,42,42,26,26%,0,4:05 PM,965,2,1,2
4994,42,42,26,26%,0,4:10 PM,970,1,0,1
4995,42,42,25,25%,0,4:15 PM,975,3,0,3
4996,42,42,25,25%,0,4:20 PM,980,2,2,1
4997,40,40,27,27%,0,4:25 PM,985,2,0,1
4998,40,40,22,22%,0,4:30 PM,990,5,5,3
4999,40,40,23,23%,0,4:35 PM,995,6,3,3
5000,44,44,27,27%,0,4:40 PM,1000,7,6,5
5001,42,42,24,24%,0,4:45 PM,1005,7,4,4
5002,42,42,27,27%,0,4:50 PM,1010,5,4,4
5003,42,42,24,24%,0,4:55 PM,1015,9,7,5
5004,41,41,24,24%,0,5:00 PM,1020,3,0,0
5005,42,42,22,22%,0,5:05 PM,1025,0,0,0
5006,48,48,23,23%,0,5:10 PM,1030,0,0,0
5007,43,43,27,27%,0,5:15 PM,1035,2,1,0
5008,40,40,25,25%,0,5:20 PM,1040,3,3,3
5009,47,47,29,29%,0,5:25 PM,1045,4,4,0
5010,43,43,32,32%,0,5:30 PM,1050,3,0,0
5011,40,40,35,35%,0,5:35 PM,1055,3,1,3
5012,46,46,36,36%,0,5:40 PM,1060,7,6,3
5013,47,47,34,34%,0,5:45 PM,1065,3,1,1
5014,50,50,39,39%,0,5:50 PM,1070,3,0,3
5015,50,50,35,35%,0,5:55 PM,1075,3,0,0
5016,50,50,33,33%,0,7:00 AM,420,5,5,2
5017,57,57,36,36%,0,7:05 AM,425,7,7,3
5018,55,55,34,34%,0,7:10 AM,430,5,3,2
5019,56,56,30,30%,0,7:15 AM,435,6,5,3
5020,63,63,37,37%,0,7:20 AM,440,5,5,2
5021,54,54,34,34%,0,7:25 AM,445,4,2,4
5022,60,60,35,35%,0,7:30 AM,450,6,5,6
5023,62,62,33,33%,0,7:35 AM,455,4,3,4
5024,53,53,32,32%,0,7:40 AM,460,6,3,2
5025,56,56,32,32%,0,7:45 AM,465,7,5,7
5026,58,58,27,27%,0,7:50 AM,470,5,2,3
5027,62,62,27,27%,1,7:55 AM,475,3,3,1
5028,57,57,29,29%,0,8:00 AM,480,7,4,5
5029,57,57,24,24%,0,8:05 AM,485,4,4,4
5030,50,50,24,24%,0,8:10 AM,490,2,2,0
5031,52,52,26,26%,0,8:15 AM,495,3,1,0
5032,48,48,23,23%,0,8:20 AM,500,0,0,0
5033,44,44,27,27%,0,8:25 AM,505,0,0,0
5034,47,47,23,23%,0,8:30 AM,510,3,0,1
5035,47,47,22,22%,0,8:35 AM,515,2,1,0
5036,39,39,23,23%,0,8:40 AM,520,3,3,1
5037,46,46,26,26%,0,8:45 AM,525,3,0,2
5038,43,43,23,23%,0,8:50 AM,530,4,2,0
5039,41,41,23,23%,1,8:55 AM,535,1,1,0
5040,42,42,27,27%,0,9:00 AM,540,4,2,4
5041,45,45,25,25%,0,9:05 AM,545,1,1,1
5042,43,43,28,28%,0,9:10 AM,550,5,4,4
5043,46,46,25,25%,0,9:15 AM,555,4,3,1
5044,41,41,25,25%,0,9:20 AM,560,6,5,3
5045,47,47,30,30%,0,9:25 AM,565,2,2,1
5046,42,42,33,33%,0,9:30 AM,570,4,3,3
5047,41,41,44,44%,0,9:35 AM,575,1,0,0
5048,46,46,44,44%,0,9:40 AM,580,3,3,1
5049,47,47,43,43%,0,9:45 AM,585,1,0,0
5050,41,41,41,41%,0,9:50 AM,590,2,2,0
5051,44,44,41,41%,0,9:55 AM,595,9,8,9
5052,47,47,46,46%,0,10:00 AM,600,5,4,2
5053,43,43,41,41%,0,10:05 AM,605,1,0,0
5054,42,42,41,41%,0,10:10 AM,610,4,3,1
5055,42,42,42,42%,0,10:15 AM,615,6,3,3
5056,44,44,42,42%,0,10:20 AM,620,3,0,3
5057,39,39,43,43%,0,10:25 AM,625,1,0,0
5058,44,44,42,42%,0,10:30 AM,630,1,0,0
5059,45,45,38,38%,0,10:35 AM,635,5,5,4
5060,45,45,42,42%,0,10:40 AM,640,1,1,1
5061,50,50,41,41%,0,10:45 AM,645,5,5,3
5062,46,46,38,38%,0,10:50 AM,650,2,0,2
5063,44,44,39,39%,0,10:55 AM,655,6,3,3
5064,42,42,38,38%,0,11:00 AM,660,2,2,0
5065,43,43,31,31%,0,11:05 AM,665,7,5,6
5066,47,47,25,25%,0,11:10 AM,670,3,0,3
5067,47,47,26,26%,0,11:15 AM,675,4,3,2
5068,45,45,23,23%,0,11:20 AM,680,4,2,3
5069,40,40,26,26%,0,11:25 AM,685,4,2,2
5070,49,49,24,24%,0,11:30 AM,690,3,2,2
5071,52,52,24,24%,0,11:35 AM,695,3,1,1
5072,55,55,27,27%,0,11:40 AM,700,5,5,3
5073,57,57,21,21%,0,11:45 AM,705,6,6,3
5074,56,56,22,22%,0,11:50 AM,710,7,4,6
5075,57,57,21,21%,1,11:55 AM,715,6,5,3
5076,53,53,22,22%,0,12:00 PM,720,7,4,4
5077,52,52,22,22%,0,12:05 PM,725,5,2,3
5078,51,51,21,21%,0,12:10 PM,730,8,5,5
5079,55,55,27,27%,0,12:15 PM,735,7,6,5
5080,60,60,26,26%,0,12:20 PM,740,9,9,6
5081,54,54,22,22%,0,12:25 PM,745,5,5,5
5082,55,55,25,25%,0,12:30 PM,750,3,0,1
5083,55,55,27,27%,0,12:35 PM,755,9,9,6
5084,50,50,28,28%,0,12:40 PM,760,5,4,1
5085,56,56,23,23%,0,12:45 PM,765,9,8,5
5086,58,58,25,25%,0,12:50 PM,770,6,5,5
5087,53,53,25,25%,1,12:55 PM,775,8,6,6
5088,55,55,26,26%,0,1:00 PM,780,2,1,2
5089,53,53,23,23%,0,1:05 PM,785,3,3,2
5090,54,54,24,24%,0,1:10 PM,790,2,0,2
5091,51,51,25,25%,0,1:15 PM,795,1,0,0
5092,47,47,22,22%,0,1:20 PM,800,1,0,0
5093,44,44,23,23%,0,1:25 PM,805,5,3,3
5094,46,46,25,25%,0,1:30 PM,810,3,2,1
5095,45,45,27,27%,0,1:35 PM,815,1,1,1
5096,46,46,21,21%,0,1:40 PM,820,1,0,0
5097,42,42,23,23%,0,1:45 PM,825,3,0,3
5098,46,46,22,22%,0,1:50 PM,830,1,1,1
5099,47,47,22,22%,0,1:55 PM,835,2,2,0
5100,40,40,26,26%,0,2:00 PM,840,0,0,0
5101,46,46,23,23%,0,2:05 PM,845,2,1,0
5102,42,42,23,23%,0,2:10 PM,850,6,5,2
5103,46,46,23,23%,0,2:15 PM,855,2,2,0
5104,44,44,25,25%,0,2:20 PM,860,1,0,0
5105,43,43,21,21%,0,2:25 PM,865,2,1,2
5106,46,46,25,25%,0,2:30 PM,870,2,2,0
5107,46,46,27,27%,0,2:35 PM,875,2,1,2
5108,42,42,29,29%,0,2:40 PM,880,5,2,3
5109,40,40,28,28%,0,2:45 PM,885,3,2,0
5110,47,47,24,24%,0,2:50 PM,890,9,6,7
5111,45,45,23,23%,0,2:55 PM,895,3,2,1
5112,42,42,23,23%,0,3:00 PM,900,5,5,4
5113,42,42,22,22%,0,3:05 PM,905,3,3,3
5114,43,43,24,24%,0,3:10 PM,910,8,7,8
5115,41,41,25,25%,0,3:15 PM,915,2,1,0
5116,39,39,26,26%,0,3:20 PM,920,4,2,0
5117,40,40,26,26%,0,3:25 PM,925,4,2,0
5118,41,41,26,26%,0,3:30 PM,930,2,0,2
5119,41,41,25,25%,0,3:35 PM,935,4,1,0
5120,41,41,30,30%,0,3:40 PM,940,7,7,5
5121,39,39,24,24%,0,3:45 PM,945,6,3,5
5122,41,41,21,21%,0,3:50 PM,950,6,6,3
5123,40,40,27,27%,0,3:55 PM,955,6,6,6
5124,44,44,25,25%,0,4:00 PM,960,2,0,0
5125,45,45,25,25%,0,4:05 PM,965,2,2,0
5126,46,46,24,24%,0,4:10 PM,970,2,0,1
5127,40,40,28,28%,0,4:15 PM,975,3,2,0
5128,41,41,30,30%,0,4:20 PM,980,3,1,1
5129,41,41,36,36%,0,4:25 PM,985,4,3,3
5130,43,43,35,35%,0,4:30 PM,990,1,0,1
5131,38,38,39,39%,0,4:35 PM,995,0,0,0
5132,47,47,41,41%,0,4:40 PM,1000,3,0,0
5133,44,44,40,40%,0,4:45 PM,1005,1,0,1
5134,41,41,41,41%,0,4:50 PM,1010,5,5,5
5135,46,46,44,44%,0,4:55 PM,1015,1,1,0
5136,44,44,41,41%,0,5:00 PM,1020,1,1,1
5137,52,52,43,43%,0,5:05 PM,1025,6,5,4
5138,57,57,42,42%,0,5:10 PM,1030,4,2,4
5139,51,51,38,38%,0,5:15 PM,1035,3,1,2
